day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
15,August,2012,35,37,9,3.4,82.9,14.5,96.8,2.9,17.1,5.2,not fire
2,September,2012,29,41,14,2.6,74.9,7.0,7.8,4.8,6.7,0.6,fire
7,July,2012,37,36,13,2.6,88.0,23.8,127,6.2,29.6,2.2,fire
4,June,2012,32,51,13,3.1,76.7,12.5,9.2,3.0,15.5,17.3,fire
3,August,2012,26,66,23,2.0,71.5,9.6,33.4,3.9,13.3,0.7,fire
10,June,2012,27,83,16,2.3,56.9,5.1,7.5,1.0,6.0,1.7,not fire
19,July,2012,32,79,18,1.8,66.6,14.4,110.9,1.4,17.1,0.9,fire
22,August,2012,37,53,15,0.5,90.5,26.8,37.8,7.0,28.5,9.9,fire
26,June,2012,30,63,15,4.4,61.1,8.9,7.3,0.6,10.6,0.9,not fire
8,August,2012,41,45,14,0.3,92.5,22.1,30.5,10.7,23.1,5.7,fire
29,June,2012,32,68,15,0.4,91.5,17.6,9.7,8.3,21.9,16.1,fire
12,June,2012,32,69,13,1.7,72.7,11.6,99,3.5,11.8,0.1,not fire
23,August,2012,37,50,19,2.5,83.4,11.4,55.5,8.1,12.0,5.2,not fire
29,June,2012,30,80,19,2.8,54.8,12.9,190.6,2.2,14.5,2.2,fire
12,September,2012,30,68,15,1.3,77.0,15.5,14.2,4.1,17.5,5.2,not fire
24,July,2012,28,67,18,1.3,71.1,5.5,90.1,2.3,8.1,10.9,fire
11,June,2012,31,63,12,2.1,77.3,3.9,47,1.4,5.9,0.1,not fire
18,June,2012,41,24,15,0.8,95.4,36.0,98.6,15.5,41.1,21.6,fire
27,August,2012,34,32,13,1.5,87.9,34.8,10.5,7.1,38.5,15.3,fire
9,June,2012,29,65,18,3.9,73.0,9.0,33.1,1.5,8.0,0.5,not fire
18,September,2012,26,63,17,1.8,72.8,6.1,9.7,4.0,7.7,3.1,not fire
30,June,2012,34,56,21,0.3,92.2,54.3,42.7,9.9,59.9,9.1,not fire
22,September,2012,30,67,19,3.5,65.5,5.5,17,1.8,7.0,1.2,not fire
6,July,2012,31,65,20,1.0,87.1,10.4,167.2,8.3,11.3,6.3,fire
16,September,2012,27,73,15,2.9,69.4,5.9,8,1.9,6.4,5.9,not fire
13,July,2012,35,44,23,0.3,94.7,27.4,30.4,14.1,33.0,1.3,fire
11,June,2012,31,79,12,1.3,73.7,6.2,141.1,2.1,10.3,10.9,not fire
9,August,2012,30,64,18,1.6,67.7,16.1,8.9,4.0,18.0,0.9,fire
31,June,2012,33,59,19,1.5,84.5,19.6,75.1,4.2,28.0,14.5,fire
9,September,2012,34,67,13,3.3,76.3,4.0,22.9,3.4,5.9,0.1,not fire
26,July,2012,35,53,16,2.2,80.4,19.2,46.4,5.2,19.8,5.2,fire
27,August,2012,30,77,18,0.9,82.8,18.8,99,2.8,26.0,7.1,fire
4,June,2012,31,58,17,0.4,86.9,19.6,117.8,5.9,23.6,9.1,fire
12,July,2012,31,51,17,0.4,89.1,39.2,8.6,13.6,41.9,7.5,fire
20,September,2012,25,65,17,2.7,64.5,7.5,25.5,1.5,8.8,0.5,not fire
26,August,2012,39,31,16,1.4,91.3,19.9,8.2,10.0,21.8,10.7,fire
17,June,2012,33,52,9,0.8,83.6,16.9,15.2,2.0,17.0,19.4,fire
16,June,2012,33,64,7,1.2,75.6,4.5,14.2,2.8,5.8,0.5,not fire
26,August,2012,28,42,16,1.2,88.9,18.8,65.1,11.4,20.5,13.2,fire
23,July,2012,36,62,14,0.4,85.2,28.1,9.5,6.9,31.9,9.9,fire
17,September,2012,34,60,15,1.8,65.5,19.0,8,5.0,20.3,0.1,not fire
8,September,2012,29,74,12,4.0,46.1,2.6,8.2,0.1,2.7,3.9,not fire
8,July,2012,42,33,11,0.2,95.7,35.2,17.8,14.5,37.2,9,fire
14,August,2012,31,61,17,1.5,80.0,16.6,110.9,3.9,23.8,7.5,not fire
26,July,2012,33,66,20,1.0,88.1,19.7,92.8,9.4,23.7,6.7,fire
18,August,2012,35,38,13,0.6,92.1,13.0,98.6,11.2,11.9,13.9,not fire
28,June,2012,33,50,16,1.4,86.6,21.3,8.2,6.5,21.5,19.4,fire
19,July,2012,38,41,20,0.3,95.2,36.3,75.1,13.1,43.4,9.8,fire
4,September,2012,28,77,12,1.4,59.9,3.2,47.7,0.4,4.6,3.2,not fire
2,July,2012,36,67,14,2.8,74.0,7.5,161.5,2.3,9.5,1.7,not fire
3,June,2012,25,80,20,2.2,51.6,1.9,8.5,0.7,3.1,0.1,not fire
24,July,2012,37,61,14,0.1,94.8,42.3,77,9.6,45.3,26.3,fire
28,July,2012,35,71,14,0.6,85.0,18.7,15.7,5.3,18.5,15.2,fire
14,September,2012,34,47,15,0.1,92.6,20.0,7,9.4,20.9,4.7,fire
13,August,2012,33,77,14,1.4,76.5,17.3,18.4,5.0,19.9,7.3,fire
23,September,2012,33,49,11,2.7,82.2,6.5,167.2,4.2,9.2,18.4,not fire
30,September,2012,31,79,19,0.3,77.7,6.4,71,2.2,9.6,0.1,fire
22,September,2012,31,56,19,3.3,68.5,16.0,9.3,3.6,20.9,10.6,not fire
24,July,2012,34,63,14,3.2,73.2,13.3,43.3,3.6,12.2,0.5,not fire
20,August,2012,34,64,14,0.3,88.1,17.4,48.6,4.6,21.7,0.3,fire
7,August,2012,35,52,16,0.9,86.7,25.7,34.5,6.4,26.7,5.3,fire
12,June,2012,35,61,12,0.4,83.0,12.6,17,3.1,12.7,18.4,fire
17,September,2012,27,81,13,2.0,66.9,4.9,36.7,2.1,5.6,14.1,fire
3,July,2012,35,61,16,0.9,79.2,4.6,9.3,5.4,6.7,0.6,fire
29,July,2012,39,57,12,0.1,95.0,45.2,7.1,9.5,53.4,11.3,fire
27,July,2012,31,69,19,0.7,84.4,22.6,16.3,6.2,28.6,3.2,fire
10,July,2012,35,86,14,1.6,78.3,7.8,117.1,1.8,12.0,10.7,fire
28,July,2012,35,67,15,0.4,85.8,18.2,27.7,4.1,21.6,13.9,not fire
20,June,2012,32,57,16,3.4,75.9,18.2,7,2.7,19.1,0.2,fire
20,June,2012,22,60,19,3.3,62.8,14.0,8.4,5.3,17.7,1.7,fire
23,August,2012,28,81,21,1.4,69.3,22.1,32.1,3.4,26.5,0.7,not fire
4,July,2012,40,62,13,0.0,92.1,11.7,9.8,4.1,12.3,12.1,fire
12,July,2012,31,62,15,0.5,82.9,20.3,46.4,6.1,20.9,30,fire
24,August,2012,32,56,12,3.2,66.1,25.1,41.5,2.9,24.1,5.9,fire
17,July,2012,32,67,17,0.7,76.8,28.7,41.3,7.3,30.1,9.9,fire
11,September,2012,31,65,15,0.4,83.9,16.6,15.2,8.1,20.6,2.2,fire
5,August,2012,34,56,16,0.8,87.7,20.8,28.3,6.1,23.3,1.7,fire
27,June,2012,35,51,15,3.5,88.6,25.5,107,8.1,27.2,0.8,not fire
9,September,2012,29,40,10,4.0,67.8,1.3,26.3,0.7,1.6,0.9,not fire
21,September,2012,32,38,15,0.4,95.3,28.5,94.7,14.7,38.4,7.3,fire
25,June,2012,25,77,18,4.0,55.2,12.2,7.4,1.0,18.2,17.2,not fire
1,July,2012,30,52,20,4.7,54.5,2.0,7.5,1.5,2.4,18.4,not fire
29,August,2012,39,27,12,0.3,95.6,54.4,57,17.2,56.8,1,fire
19,September,2012,27,66,15,1.0,73.1,4.5,31.6,1.7,7.5,7.7,fire
23,June,2012,38,57,10,1.2,83.2,16.0,27.7,3.2,20.1,0.8,fire
7,July,2012,31,64,17,0.6,84.0,3.9,86,4.1,4.5,13.7,fire
3,July,2012,34,61,16,2.9,62.2,8.3,8.3,1.9,7.9,0.3,not fire
15,July,2012,33,56,14,1.2,75.0,19.4,106.3,4.2,22.1,3.1,fire
21,July,2012,33,64,19,3.6,61.8,10.8,7.7,3.0,13.1,0.3,not fire
21,July,2012,34,59,16,0.4,91.5,38.1,9.1,6.9,41.6,12.9,fire
26,July,2012,25,57,18,2.3,75.6,9.0,8.6,3.5,11.4,10.6,fire
9,August,2012,28,69,15,3.1,62.4,5.8,17,1.6,6.2,6.8,not fire
21,August,2012,32,66,13,1.4,87.2,15.3,210.4,2.8,18.3,16,fire
6,June,2012,35,41,10,2.6,77.0,10.6,8.4,5.1,9.2,0.1,not fire
29,August,2012,32,58,15,1.1,81.2,15.6,29.7,6.3,17.9,7.5,not fire
11,June,2012,39,33,14,0.7,94.8,12.9,90.4,13.8,18.0,5.2,fire
6,June,2012,37,35,16,2.4,83.9,13.6,8.3,6.8,13.3,13.7,fire
17,July,2012,37,32,13,0.7,90.8,20.7,168.2,10.3,23.2,0.9,fire
25,July,2012,33,63,13,1.7,82.6,20.5,167.2,2.7,22.9,10,fire
22,August,2012,32,53,16,0.7,88.5,28.8,10.5,11.6,36.0,3.1,fire
26,August,2012,27,89,21,1.3,69.9,25.3,98.6,2.8,31.8,13.5,fire
16,August,2012,40,32,14,0.8,92.3,54.9,10.4,11.9,57.8,13.7,fire
9,August,2012,31,59,15,2.7,64.9,9.0,33.1,2.8,8.8,3.9,fire
30,August,2012,37,67,14,1.3,84.8,29.9,39.5,3.4,38.5,1.3,not fire
29,August,2012,34,48,20,1.1,94.5,48.7,33.1,15.6,52.5,16.3,fire
8,July,2012,34,45,16,0.9,87.4,18.3,149.2,7.0,20.7,2.1,not fire
31,August,2012,35,43,17,1.7,86.4,33.2,17.6,7.6,40.6,26.1,fire
12,August,2012,33,50,14,0.9,90.2,23.2,77,7.7,25.2,1.9,fire
11,September,2012,33,60,10,2.7,84.1,1.9,99,1.5,2.4,0.1,not fire
2,August,2012,31,87,15,1.0,49.1,1.7,149.2,0.5,3.9,24,not fire
2,August,2012,34,58,14,0.8,91.2,12.8,24.3,8.2,10.5,6.8,not fire
15,August,2012,26,86,18,1.3,65.8,9.1,41.3,2.1,9.5,19.9,fire
26,September,2012,28,50,16,3.3,62.5,1.6,56.6,3.2,2.5,0.5,not fire
26,June,2012,30,66,16,0.8,86.0,24.2,61.4,5.7,26.1,10.7,fire
2,August,2012,32,61,17,1.8,80.4,4.6,10.5,4.8,6.2,0.8,not fire
26,September,2012,34,72,10,1.7,87.2,13.2,14.2,4.3,13.5,1,fire
3,August,2012,35,25,14,2.7,94.2,6.6,149.2,11.7,5.2,13,not fire
18,August,2012,37,62,11,2.4,72.8,13.8,167.2,2.5,14.4,0.3,not fire
5,September,2012,34,78,14,0.4,80.4,1.9,16.6,3.9,2.3,0.3,not fire
23,September,2012,29,79,19,0.7,71.0,15.0,45.1,6.3,16.2,1,fire
3,August,2012,30,85,11,4.7,45.4,1.1,8,0.1,1.6,0.4,not fire
10,July,2012,34,68,15,0.0,89.1,6.0,100.7,3.9,10.4,4.9,fire
20,August,2012,35,65,20,1.0,84.1,10.2,61.4,8.5,15.6,6.8,fire
2,September,2012,37,48,10,0.5,93.0,13.4,210.4,8.7,15.0,20.9,fire
27,June,2012,29,89,19,0.2,70.0,7.7,19.8,2.0,10.7,3.7,fire
9,June,2012,31,83,17,1.1,53.6,8.2,8,1.2,9.0,0.3,not fire
16,June,2012,29,76,17,1.6,75.7,2.8,33.1,3.1,3.4,0.2,not fire
3,August,2012,36,33,16,0.7,92.5,24.5,49.3,11.9,23.6,10.3,fire
14,August,2012,32,57,17,2.5,82.5,15.7,61.1,6.3,18.7,4.2,not fire
24,June,2012,29,70,10,1.5,84.7,14.4,32.2,2.5,18.0,0.9,fire
12,August,2012,31,44,16,2.4,81.9,20.4,36.8,9.8,22.9,9.8,fire
29,June,2012,27,72,14,1.4,70.9,23.9,45.1,2.2,30.0,5.9,fire
27,September,2012,34,59,13,0.4,90.0,22.1,17.6,5.2,27.1,3.1,fire
22,August,2012,31,50,19,0.9,91.9,28.4,16.5,9.9,39.1,15.4,fire
11,June,2012,28,66,16,2.5,73.6,11.2,117.8,2.4,15.5,18.4,fire
3,August,2012,29,87,17,0.1,75.6,9.2,32.1,2.0,11.8,0.9,fire
6,September,2012,28,73,16,0.3,78.9,6.1,17,5.0,7.4,31.1,fire
15,July,2012,36,59,15,1.8,79.4,17.0,7.5,3.2,20.5,7.2,fire
30,August,2012,35,48,18,2.0,88.3,40.3,45.1,10.6,41.5,6.3,fire
11,July,2012,34,46,16,3.3,71.0,7.1,24.3,1.9,7.1,5.2,not fire
26,June,2012,33,61,18,0.9,86.4,29.2,106.3,7.0,32.7,0.9,fire
15,June,2012,34,62,17,0.4,82.8,15.6,33.4,6.0,19.6,10.2,fire
22,September,2012,28,64,14,2.9,71.3,1.7,15.7,0.9,2.5,0.7,not fire
17,September,2012,25,82,17,2.9,44.6,8.4,8.3,0.2,9.2,0.8,not fire
14,August,2012,29,62,19,1.6,77.6,7.1,49.8,4.6,10.4,6.3,fire
17,July,2012,36,56,16,0.2,93.8,47.4,96.8,9.9,53.8,7.1,fire
13,August,2012,37,35,14,0.5,91.3,27.2,19.8,12.6,30.0,fire,fire
20,September,2012,29,60,16,3.6,75.7,6.6,127,1.1,8.5,7.7,not fire
23,September,2012,34,60,12,2.7,70.7,30.6,48.6,3.0,39.7,3.2,fire
11,September,2012,39,52,10,0.1,91.9,26.9,57,9.7,30.6,7.5,fire
12,August,2012,33,67,15,1.2,68.2,12.3,15.2,3.2,13.9,17.5,not fire
22,July,2012,30,50,17,1.6,80.1,10.6,17.7,3.4,10.3,0,fire
30,July,2012,37,41,13,2.3,93.7,24.7,8.4,10.4,21.9,14.6,not fire
22,August,2012,27,67,18,3.5,59.8,5.2,26.1,2.0,6.5,3.1,not fire
18,July,2012,34,52,16,1.4,84.1,20.9,9.7,4.5,22.2,0.9,not fire
5,September,2012,30,62,13,0.8,70.7,4.9,88.7,1.9,6.3,1.3,fire
6,September,2012,33,72,15,1.8,68.4,1.8,24.3,2.2,2.0,0.8,not fire
12,August,2012,30,88,16,3.1,52.8,13.7,7.5,0.8,18.3,0,not fire
20,August,2012,35,53,14,2.1,82.6,8.9,7.5,6.5,9.9,13.5,not fire
7,August,2012,33,36,15,4.5,67.3,6.8,47.2,3.6,7.7,0.5,fire
10,September,2012,27,87,20,4.0,45.5,2.6,8.3,0.7,3.5,0.5,not fire
25,September,2012,36,36,15,3.7,79.0,11.3,8.4,2.4,15.5,15.7,not fire
18,September,2012,33,66,15,1.9,77.0,9.9,20.2,2.5,12.3,0.1,fire
20,June,2012,36,44,18,0.6,86.2,18.6,96.8,5.0,24.9,1,not fire
27,September,2012,29,52,21,0.9,76.2,20.3,26.6,5.6,19.9,10.3,not fire
29,August,2012,32,74,17,1.0,84.8,22.8,28.3,2.8,23.4,14.8,fire
26,August,2012,34,62,16,1.5,84.2,19.7,14.7,8.1,22.7,6.3,fire
23,July,2012,30,75,21,1.6,69.7,16.8,181.3,2.8,20.4,0.5,fire
14,August,2012,35,70,16,3.7,74.3,6.0,177.3,6.8,4.6,0,not fire
16,August,2012,37,65,11,0.1,94.6,24.6,28.1,10.4,26.2,6.5,fire
12,July,2012,39,36,19,0.8,95.1,18.8,57.1,17.9,17.3,2.1,fire
2,July,2012,38,35,10,2.4,93.7,34.9,8.3,12.2,34.9,26.3,fire
6,June,2012,35,53,14,1.8,82.6,11.8,7,2.7,14.8,21.6,not fire
25,August,2012,31,56,14,2.5,77.4,6.8,20.2,1.5,5.5,0.5,not fire
2,June,2012,31,58,17,0.3,88.0,14.1,52.8,8.2,14.2,18.4,not fire
12,July,2012,26,88,19,0.6,56.5,16.6,106.3,1.1,21.6,1.2,not fire
12,July,2012,30,77,19,0.5,68.9,3.7,145.7,4.4,4.4,15,fire
20,June,2012,37,45,9,0.7,93.4,30.6,26.1,8.4,32.4,0.3,fire
3,June,2012,28,71,18,1.1,68.1,4.6,7.9,3.1,7.0,8.8,not fire
8,August,2012,34,63,16,0.1,93.3,25.7,34.5,13.0,28.1,1.3,fire
27,July,2012,33,49,20,0.0,95.5,50.5,90.4,13.7,58.4,22.3,fire
9,June,2012,32,65,15,1.4,82.2,14.9,8.4,2.3,15.0,3.1,fire
2,June,2012,35,40,11,0.2,94.2,6.9,6.9,8.8,7.4,0.1,fire
29,August,2012,38,23,14,0.1,96.0,63.1,7,18.4,65.6,6.5,fire
25,July,2012,33,30,15,0.8,90.4,39.4,36.7,10.4,44.6,10.9,fire
3,September,2012,35,64,11,0.2,93.9,18.2,79.7,9.1,19.6,13.7,fire
14,July,2012,32,76,15,1.6,70.0,26.8,10,2.0,29.9,4.2,fire
16,August,2012,34,88,16,0.6,67.6,17.9,71,1.8,23.9,0.1,fire
30,September,2012,32,58,18,1.6,89.7,19.7,33.4,6.5,27.1,20.9,fire
17,August,2012,31,77,17,0.3,82.4,12.4,17.7,5.1,11.6,7.1,fire
25,August,2012,31,43,19,1.0,90.7,14.0,97.3,6.2,15.3,19.5,fire
26,June,2012,36,50,15,1.0,88.4,21.6,8.6,4.1,25.2,7.2,not fire
24,September,2012,31,71,14,1.3,68.8,12.0,7.3,0.7,16.1,0,fire
10,June,2012,34,54,12,1.0,88.2,10.5,27.1,4.5,11.9,3,fire
2,August,2012,34,67,15,2.1,72.2,12.1,46.4,4.3,11.7,0.2,fire
27,July,2012,30,79,22,2.3,73.1,21.7,24.1,2.7,25.4,2.2,not fire
26,July,2012,36,74,14,0.0,95.0,43.9,30.4,7.1,53.3,20.3,fire
9,August,2012,30,78,15,0.8,65.8,7.3,28.3,1.3,7.8,0,not fire
19,August,2012,35,48,16,0.2,91.0,34.3,36.8,10.1,37.3,12,fire
8,July,2012,34,60,15,1.3,82.9,12.0,7.5,4.0,11.5,0.8,fire
6,September,2012,29,78,14,5.0,39.5,1.0,8.4,0.4,1.4,0.4,not fire
3,September,2012,26,84,11,2.1,42.3,1.4,15.7,0.4,2.4,0.4,not fire
14,June,2012,28,80,16,1.9,57.6,9.2,42.3,1.9,12.5,3,not fire
27,July,2012,32,71,16,0.3,85.6,24.0,94.7,7.5,32.4,2.1,fire
26,July,2012,37,54,19,0.2,90.8,31.4,157.5,10.7,36.0,9.1,fire
5,July,2012,38,40,16,0.6,93.1,21.5,97.3,11.2,25.8,8.4,fire
7,August,2012,32,79,15,2.1,60.3,4.8,67,1.5,6.3,1,not fire
20,September,2012,30,63,16,4.0,64.6,2.0,8,2.2,1.7,0,not fire
9,September,2012,29,62,17,2.1,62.7,2.0,55.8,0.8,2.6,1.2,not fire
2,September,2012,31,62,15,1.1,80.9,5.3,33.1,6.3,6.2,0.9,not fire
15,August,2012,29,88,16,2.4,59.7,1.2,46.3,0.5,1.7,0.7,not fire
22,August,2012,34,66,16,1.1,88.2,24.8,33.1,7.9,26.3,0.6,fire
16,September,2012,29,51,16,1.4,80.9,6.5,36.7,5.6,7.6,10.6,fire
23,June,2012,27,81,21,3.0,58.3,7.6,7.7,0.6,9.8,0,not fire
27,September,2012,37,62,11,0.1,93.7,38.7,14.7,5.9,47.4,15,fire
19,July,2012,33,62,17,0.4,89.3,25.6,177.3,9.9,26.8,7.5,fire
24,September,2012,31,57,15,2.5,79.3,33.4,36.1,7.4,35.5,10.2,fire
15,August,2012,36,84,17,1.0,67.5,11.3,30.5,0.2,13.8,0.2,not fire
3,September,2012,24,84,17,5.7,35.6,0.7,34.5,0.0,1.1,0.4,fire
10,September,2012,24,87,15,0.4,59.4,5.8,54.3,0.9,9.4,3,not fire
30,August,2012,34,50,9,0.1,95.2,21.7,76.4,9.8,22.2,9.1,fire
14,August,2012,33,64,20,2.8,75.9,6.3,77.8,4.1,7.4,0.6,not fire
30,June,2012,33,82,17,1.0,69.9,18.0,47.2,3.4,23.3,1.2,not fire
4,September,2012,35,60,13,0.6,84.2,10.3,9.7,4.8,11.2,0.2,not fire
14,August,2012,33,62,10,0.5,92.5,20.7,71.3,5.0,23.4,26.3,fire
30,July,2012,37,37,15,0.2,94.8,54.6,41.4,11.9,57.8,20.3,fire
2,September,2012,35,50,14,2.7,66.1,13.3,14.6 9,2.3,12.6,0.1,not fire
11,September,2012,32,66,19,0.6,79.6,25.3,10,6.7,32.1,0.3,fire
12,September,2012,32,84,15,1.0,73.8,7.6,7.5,3.2,10.1,0.5,not fire
30,August,2012,33,53,19,0.4,93.3,39.0,37,10.4,45.0,30.2,fire
24,June,2012,32,53,17,1.1,82.9,24.9,56.6,6.0,26.0,2.8,fire
6,August,2012,28,78,11,1.9,68.3,4.4,24.9,1.9,5.8,1,not fire
21,June,2012,32,63,15,0.6,83.5,5.2,7.5,5.0,6.0,3.9,not fire
11,July,2012,31,59,18,3.0,78.2,10.8,46.4,2.4,10.5,13,fire
18,September,2012,29,60,15,1.6,74.5,6.2,7.6,2.1,8.8,0,not fire
9,July,2012,26,90,15,2.6,39.0,3.1,16.6,0.2,3.6,0.8,fire
24,September,2012,35,56,11,0.2,94.2,34.1,29.7,11.2,40.3,14.1,fire
15,July,2012,38,55,12,0.1,95.3,24.8,108.5,11.9,28.5,9.1,fire
3,August,2012,23,77,19,4.9,33.5,4.2,33.1,0.6,4.8,0.5,not fire
13,July,2012,37,35,20,0.2,93.6,31.6,43.3,14.9,34.6,5.3,fire
25,August,2012,29,70,18,0.9,78.4,18.7,41.5,2.2,20.7,13.5,fire
8,August,2012,30,68,16,0.1,87.3,18.8,52.5,4.0,18.4,13.7,fire
12,July,2012,35,58,16,0.4,89.3,30.1,7.3,4.3,31.5,0.9,fire
31,July,2012,34,55,17,0.6,92.8,24.6,76.4,5.9,31.1,14.6,not fire
12,June,2012,30,68,18,3.2,74.2,10.3,67.2,3.7,14.1,0.2,fire
10,June,2012,29,75,18,0.2,78.7,12.0,59.2,4.6,16.9,6,not fire
12,June,2012,35,68,21,0.4,93.4,21.2,79.9,12.3,27.5,0.2,not fire
19,August,2012,30,81,17,0.5,76.7,14.0,41.5,3.8,15.9,11.9,fire
19,July,2012,37,55,17,3.4,77.0,19.2,34.1,7.1,20.9,0.3,not fire
3,August,2012,32,63,14,3.2,54.3,3.7,35.4,0.8,4.6,3.9,not fire
28,August,2012,31,61,19,0.6,93.4,11.6,46.3,7.9,12.9,12.7,fire
9,September,2012,26,60,17,3.2,53.5,1.5,7.6,1.3,1.7,0.5,not fire
12,July,2012,33,55,19,2.5,74.9,13.8,97.3,4.8,15.2,9,not fire
15,September,2012,30,66,18,1.9,66.3,4.5,136,4.2,7.2,2.5,fire
18,July,2012,37,43,18,1.9,85.1,15.9,16,6.7,17.1,20.9,not fire
18,September,2012,31,83,18,1.6,65.4,10.6,9.7,2.3,14.4,0.5,not fire
27,June,2012,33,56,16,0.1,95.3,28.5,55.8,15.6,33.3,3.6,fire
12,September,2012,31,73,12,1.5,80.3,6.9,7.7,3.6,10.5,0.3,fire
28,June,2012,34,42,14,2.0,94.5,20.7,130.6,11.6,24.7,19.5,fire
22,September,2012,26,77,19,4.1,50.6,1.9,7.8,1.8,2.6,0.8,not fire
25,August,2012,29,72,17,1.1,77.0,12.6,18.7,3.1,16.3,13.7,fire
8,June,2012,31,66,20,0.9,82.1,17.8,9.2,7.1,18.5,0.3,fire
21,July,2012,30,71,17,1.5,74.3,15.9,200.2,2.1,22.6,0.2,fire
11,September,2012,31,48,22,3.2,81.9,10.7,7.4,7.6,13.3,13.5,not fire
20,September,2012,31,83,14,1.2,55.5,5.6,77.8,1.0,7.6,0.6,not fire
6,July,2012,32,53,15,1.0,82.5,19.2,97.3,8.4,18.4,6.8,fire
7,June,2012,27,70,17,0.5,84.3,18.4,24.1,5.4,19.4,18.8,fire
19,August,2012,35,39,10,1.2,86.4,27.7,7.3,9.4,27.2,6.7,fire
4,June,2012,28,66,19,1.1,82.1,14.9,9.8,9.2,16.4,30.3,fire
28,July,2012,31,79,17,0.8,67.9,18.7,41.5,1.7,18.6,1,fire
25,June,2012,33,60,12,0.5,89.8,28.0,27.7,8.4,30.6,11.9,not fire
15,August,2012,33,73,8,1.9,69.8,7.9,168.2,0.7,11.3,10.9,not fire
11,September,2012,30,73,17,0.2,85.0,8.6,7.5,4.1,12.5,7.7,fire
30,July,2012,33,51,14,1.9,90.1,30.1,90.1,5.7,29.0,13.7,fire
20,September,2012,29,54,15,1.8,77.5,19.0,17.7,3.1,21.1,2.7,not fire
2,June,2012,30,71,15,2.3,71.7,1.8,7,2.5,1.9,0,not fire
26,September,2012,31,72,11,0.7,86.7,12.5,7.6,3.6,10.4,2.2,fire
26,June,2012,35,49,12,1.3,85.8,14.4,171.3,7.0,16.1,26.3,not fire
10,August,2012,28,62,11,2.0,74.9,7.4,39.1,0.7,10.8,0.5,fire
23,August,2012,38,63,14,0.6,87.5,15.1,17.7,4.9,19.6,2.6,not fire
15,June,2012,37,61,16,0.4,94.1,16.7,110.9,10.1,24.0,14.6,fire
21,August,2012,31,56,16,3.0,74.2,8.8,65.1,2.2,9.9,0.2,fire
15,September,2012,33,59,15,1.7,71.2,5.9,62.1,2.4,7.0,12.9,fire
21,June,2012,25,80,18,0.4,71.9,10.3,141.1,2.3,16.1,1.9,fire
14,June,2012,32,67,13,0.6,93.5,10.0,77,8.3,14.5,12.2,not fire
20,July,2012,35,60,12,0.5,91.1,27.5,107,8.8,29.9,0.1,fire
5,June,2012,34,60,16,0.5,91.1,15.3,30.4,6.7,18.8,17.2,not fire
4,August,2012,25,81,19,3.0,50.3,1.7,19.4,1.4,2.2,0.8,not fire
7,September,2012,32,65,12,1.1,73.0,3.6,8.2,3.9,5.2,7.7,not fire
7,July,2012,34,43,14,1.9,90.9,15.1,54.2,6.9,18.3,1.7,not fire
26,September,2012,27,70,16,1.3,79.6,6.1,33.4,3.0,6.3,0,fire
12,August,2012,34,71,18,1.3,81.0,20.8,190.6,5.7,22.9,8,not fire
9,August,2012,34,54,14,2.4,86.0,17.5,51.6,4.7,18.9,7.2,not fire
4,June,2012,33,49,17,1.4,87.8,17.2,30.5,6.6,16.3,0.6,fire
15,August,2012,36,34,15,0.4,95.1,16.6,171.3,10.3,19.4,7.2,not fire
19,June,2012,34,53,14,1.9,87.6,22.2,18.7,2.5,27.2,17.5,not fire
4,September,2012,35,52,16,0.5,93.6,10.7,63.3,9.1,11.4,17.3,fire
26,June,2012,35,45,12,1.6,83.0,25.1,161.5,6.9,27.7,3.9,fire
14,September,2012,27,89,17,3.9,52.3,3.4,17,0.8,5.2,0,not fire
13,August,2012,26,66,13,2.6,74.4,7.0,14.7,2.1,8.6,2.2,fire
11,September,2012,34,55,13,0.3,87.0,38.0,75.1,5.7,49.5,3.8,fire
11,July,2012,33,81,19,0.6,81.6,11.9,27.3,2.4,14.5,15.3,fire
12,September,2012,33,85,13,0.0,86.4,22.5,9.3,3.8,28.6,16,fire
6,July,2012,36,52,19,2.4,71.7,14.8,34.5,1.8,15.4,0.3,fire
22,July,2012,42,59,15,0.4,95.5,42.8,15.7,13.1,46.9,26.1,fire
11,June,2012,30,71,16,0.4,84.8,18.4,67,6.5,26.8,2.5,not fire
16,September,2012,33,72,13,0.8,86.7,19.7,8.2,8.9,18.5,12.7,not fire
5,June,2012,34,42,17,2.7,73.7,3.8,41.5,3.6,4.6,7.7,fire
22,August,2012,34,78,12,2.2,70.0,22.7,90.1,1.3,24.5,20.9,fire
23,June,2012,33,79,13,1.9,69.5,2.9,27.9,1.0,3.6,1.3,fire
21,September,2012,30,76,14,5.1,61.1,6.8,8,0.9,7.2,7.7,fire
7,August,2012,32,74,18,0.2,80.2,7.5,8.4,2.1,10.1,6.7,fire
7,July,2012,38,63,15,1.9,88.6,16.9,14.7,6.3,16.1,6.7,fire
4,July,2012,31,55,16,1.7,84.2,7.5,28.9,7.8,8.7,2.5,fire
18,August,2012,32,58,11,2.8,69.5,4.4,62.1,2.4,5.7,6.1,not fire
8,July,2012,35,70,16,0.8,88.6,30.6,141.1,7.3,37.1,10.9,fire
6,June,2012,37,46,12,1.1,84.9,5.9,31.6,3.5,9.1,10.3,not fire
