Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
34,76,12,2.6,61,4.4,41.5,0.7,5.2,3.2,not fire
40,38,13,1.1,87.1,14.3,32.1,6.4,16.1,9.8,not fire
33,38,10,1.7,86.1,10.8,26.6,6.2,11.6,19.4,not fire
33,69,10,0.8,84.6,5.1,88,3.4,7,10.9,not fire
30,71,19,0.8,70.9,18,137.7,6.7,23.7,11.3,fire
36,39,13,0.3,93.5,6.2,90.4,6.2,9,12,fire
38,69,12,1,86.8,23,96.8,8.4,23.1,2.8,fire
35,30,14,1,92,17.6,34.5,12.7,18.1,5.6,fire
36,52,15,1.8,86.9,26.1,8.6,4.1,29.2,2.3,fire
36,52,12,2,84.6,3.4,44.5,5.8,3.5,0.9,not fire
31,49,24,4,78.2,17.5,8.3,5.2,20.8,9.9,not fire
30,87,15,1.4,64,16.3,26.6,2.1,19.3,3.9,fire
29,73,12,0.9,64.8,8.6,8,2,9.4,0.1,not fire
40,41,18,0.5,95.1,36.8,180.4,13.9,43,8.4,fire
29,69,11,1,82.5,5,24.3,2.4,5.4,0.5,fire
32,81,13,2.1,75.2,6.6,18.5,2.1,7.8,12.7,fire
26,84,12,2.3,58.6,2.6,18.4,1.8,3.3,0.9,not fire
35,60,16,0,94.7,20.5,29.7,10.4,26.6,20.4,fire
29,64,13,0.3,85.5,19,9.8,3.9,20.2,10.6,not fire
35,46,15,0.1,92.4,48.5,77,10.9,50.6,6.5,fire
32,61,19,0.4,80.9,13.6,45.1,2.6,15.4,0.1,not fire
32,63,19,0.5,93,13.3,117.8,8.1,16.9,26.1,fire
38,25,14,2.8,92.6,25.4,76.4,13.2,24.2,3.2,fire
36,73,14,1.4,77.7,20.5,8.3,6.2,22.3,13.2,not fire
28,85,12,1.8,68.1,3.3,149.2,0.9,4.1,0.7,fire
35,49,14,1.3,83.6,20,41.5,5.2,21.2,2.5,not fire
34,45,14,1.1,92,34.2,9.5,7.4,31.7,2.6,fire
29,73,11,0.8,70.6,5.1,7.9,0.8,7.5,7.7,not fire
34,55,17,0.7,93.2,29.1,6.9,13.1,31.8,1.9,fire
29,53,13,2,64.9,8.5,9.3,2,9.2,0.3,not fire
25,69,18,3,65,1.7,31.6,1.9,2.4,18.4,fire
27,88,17,2.9,37.8,2,49.3,0.1,3.4,0.6,not fire
29,77,12,2.1,68.9,9.4,17,2.7,10.3,3.9,not fire
33,63,18,1.2,87.4,28.4,92.5,6.4,37.9,14.5,fire
32,58,14,0.1,89.8,7.9,9.2,5.2,8.2,0.3,fire
28,71,21,1.3,78.1,4.1,50.2,4.1,7,1.2,fire
30,73,14,2.2,62.6,9.6,77.8,1.6,10.4,0.2,fire
34,73,22,0.3,90.1,32.3,22.5,12.3,41.5,12.1,fire
41,36,12,1.7,95.5,55,54.2,13.3,59.4,3.9,fire
28,58,21,0.5,84.8,26.7,77,9.2,34.9,10.9,fire
33,41,15,3.1,76.2,9.8,15.7,5.2,8.2,7.2,not fire
35,56,20,2.7,68.3,17.7,47,2.8,24.6,3.8,fire
30,65,16,4,63.5,6.6,17.8,1.1,7.3,0,not fire
27,74,18,2.2,48.7,1.8,8,0.6,1.9,0.8,not fire
32,58,20,0,95.6,26.8,92.5,14.1,35.7,4.1,fire
36,81,16,0,91,43.9,37,10,46.1,0.1,fire
35,47,15,2,83.2,16.7,8,5.8,15.7,15,fire
35,64,16,0.3,91,31.8,136,9.2,33.9,16.3,fire
30,65,14,2.7,80.2,12.9,71.3,2,17.7,7.7,not fire
33,70,11,1,78.6,21.7,39.1,2.8,28.5,0.5,not fire
41,28,13,2.5,85.5,10.8,52.5,7.7,9.1,0.9,not fire
32,25,21,1.1,90.8,26.1,22.9,14.6,30.7,12,fire
32,59,16,1,85.9,8.4,21.4,5.5,11.5,11.3,fire
28,86,15,2,62.3,3.1,28.3,1.2,3.1,0.9,not fire
32,70,10,3.3,68.9,4.8,8.3,0.4,5.3,13.7,not fire
33,54,16,1.1,74.7,15.3,15.2,4.8,17.1,3,fire
30,84,17,3,62.1,5.7,14.7,1.2,6.7,3.9,not fire
33,74,15,2.4,54,3.3,180.4,0.8,4,10,not fire
25,74,20,6.7,36.9,4.8,8,0.2,7.4,0.7,fire
33,56,16,1.4,87.8,25.5,7.3,6.9,25.2,0.3,fire
30,40,15,0.8,87.4,15.1,14.6 9,8.5,15.8,12.6,fire
31,58,16,0.8,83.9,36.9,161.5,7.3,42.7,6.1,fire
36,59,14,0.4,89.6,32.3,41.4,10.8,35.9,17.5,fire
30,67,11,1.4,76.3,18,7,0.8,17.2,0.6,fire
39,26,12,0.1,96,48,100.7,17.7,53.7,6.5,fire
36,71,11,0.8,74.6,6.9,55.5,1.6,10.5,13.7,fire
35,64,13,0.2,87.3,5.3,67.2,5.4,4.9,0.1,fire
35,54,14,0.6,94.6,31.2,55.5,10.6,35.2,13.9,fire
30,70,19,1.5,78.2,17.3,63.8,5.2,19,17.5,fire
36,70,13,1.4,77.3,27.8,157.5,1.2,37.9,8,not fire
37,29,18,1,95.1,44,17.6,12.4,47.2,20.4,fire
41,64,11,0.3,94.4,57.4,57,14.2,63.1,10.7,fire
33,60,15,0.2,90.6,22.9,8.2,8.6,24.5,16,fire
27,63,18,0.2,83,6.7,33.4,6.1,8.5,4,fire
30,64,13,2.2,57.1,5,27.9,0.6,6.2,6.3,not fire
31,51,16,0.6,86.4,26,76.4,8.3,27,10.2,fire
25,85,17,1.9,59.6,1,71.8,0.4,1.5,15.7,not fire
29,78,18,4.6,68.6,11.7,9.2,3.5,11.7,13.7,not fire
39,51,10,0.2,95.1,46.1,107,8.6,52.5,7.1,fire
33,68,17,0.8,86.9,7.3,42.7,5.7,7.4,19.4,fire
28,70,16,1,76.9,3.9,67,3.5,5.5,0.4,fire
32,60,21,2.5,82.2,6.1,94.7,6,8,2.2,fire
30,59,20,0.1,90.3,22.6,86.8,11.1,24.1,3.7,fire
36,35,14,1,95.5,37.4,136,16,42.5,7.3,fire
30,77,18,1,71.6,6.6,166,1.7,9.3,6.1,not fire
32,72,12,3,78.1,22.6,63.3,0.4,27.1,6,fire
29,79,17,6,56,15.4,7.6,1.2,15.8,1.7,not fire
40,40,14,1,87.1,27.6,127.5,10.3,27.1,5.2,fire
41,45,13,1.3,86.3,17.5,7.7,8.5,18.5,10.9,fire
37,71,11,0.2,89.2,43.2,17.6,12.4,44.4,6.7,fire
36,56,17,2.8,70.2,23.8,44.5,7.7,24.8,21.6,fire
35,45,12,0.6,92,41.7,8.8,11.6,47.3,4,fire
33,49,14,1.7,73.3,6,130.6,1.6,8.9,0.3,fire
38,33,13,0.3,95.1,48.9,48.6,12.9,55.4,17.2,fire
32,57,13,3.9,76.8,6.8,7.4,2.7,7.6,0.8,not fire
29,47,17,1.6,84.5,15.8,127,7,17.1,0,fire
33,47,18,0.9,88.8,18.8,10.5,6.9,23.7,15.7,fire
30,87,15,2.5,55.6,2,8.4,0.2,3.3,0.3,not fire
31,56,20,1.6,71.5,38.5,7.1,7.7,45.3,15.4,not fire
30,68,15,1,72.5,28.2,37,5.4,31,13.7,not fire
34,43,13,5.2,78.6,6.7,8,4.3,5.7,0.6,not fire
30,64,17,1,80.9,11,21.4,8.4,12.5,2.1,fire
33,54,12,1.4,80.9,4.4,86.8,4.4,4,3.9,fire
37,59,16,0.5,91.1,35.8,55.8,10.4,43,7.5,fire
37,50,10,0.4,91.5,18.9,47,2.8,25.7,5.3,fire
31,49,20,1.2,81,9.8,25.6,6.8,10.9,9.9,fire
32,61,14,1.5,74.4,26.2,10.4,3.8,29,2.2,not fire
28,78,14,0.4,79.7,8.1,96.8,3.3,9.6,19.5,fire
35,72,16,1.7,67.1,2.1,15.4,2.3,3,0.7,not fire
33,60,17,0.3,86.8,18.1,79.7,5.2,20.8,fire,fire
28,73,17,1.5,78.5,8.4,9.1,3,8.9,3.2,not fire
31,71,12,1.1,77.3,7.8,147.7,2.7,8.3,0.1,not fire
32,54,15,0.3,89.1,29.7,37,7.2,34.1,9.1,fire
28,66,14,2.8,66.5,3.7,8.5,2.6,3.8,0.5,fire
33,65,13,0,95.3,32,147.7,12.7,34.8,12.1,fire
33,59,14,0.2,94.1,28.1,30.1,9.9,31.4,31.1,fire
26,75,19,1.9,55.6,2.2,107,1.1,3.1,0.1,not fire
31,72,16,2.3,73.1,2.9,8.3,2.5,3.7,0.4,fire
28,81,17,1.5,73.7,6.5,9.1,2.8,10.2,2.2,not fire
33,50,17,2.3,83.4,18,159.1,9.6,18.8,19.3,fire
35,51,16,2.8,70.8,20,94.7,3.3,25.1,7.2,fire
28,58,20,1.6,79.8,2.9,41.4,4.8,3.4,0.1,fire
31,76,17,1.6,68.3,17.5,16.3,3.8,21.2,5.6,not fire
27,68,14,1.3,62.1,1.2,28.3,0.3,1.8,0.2,fire
32,69,18,1.9,82.8,11.6,47.2,4.5,16.4,15,fire
35,50,13,1.2,86.7,27.8,181.3,6.7,30.3,3.2,fire
31,74,16,3,71.5,12,30.5,0.7,14.5,2.2,fire
27,73,14,4.1,44.1,6.6,16.6,0.4,6.5,12.9,not fire
32,54,14,2.4,79.1,4.6,62.1,4.5,4.9,0.5,not fire
32,66,16,0.8,81.7,8.3,26.6,4.3,10.6,3.7,fire
34,62,15,0.3,89.9,33.7,120.9,8.7,41,12,not fire
37,40,14,0.9,95,27.3,31.6,13.6,32.1,8,fire
35,75,18,3.2,63.9,19.8,8.4,2.9,22.3,4.2,not fire
34,52,13,2.1,90.1,32.6,61.4,8.1,41.3,6,fire
34,46,20,0.2,92.7,30.3,27.1,9.1,35.9,8.4,fire
31,57,10,5.1,64.6,1.3,7.5,1,1.7,0.8,not fire
31,74,16,1.4,69.5,10.2,52.5,3.9,14.6,0.3,fire
28,62,16,4.5,58.8,4.6,16.6,1.8,5.3,0.8,not fire
40,22,12,0.9,95.7,50.1,71.8,14.8,49.6,12.1,fire
37,63,10,0.1,92.5,27.4,57,5.3,33.9,24.5,fire
31,41,13,2,83.4,5.1,90.4,6.1,7.4,0.8,fire
27,64,9,1.8,73.2,7.2,27.3,0.9,9.8,10.6,fire
37,34,11,0.5,95.5,27.3,8.9,10.4,32.1,7.1,fire
34,53,16,1.8,82.6,12.9,7.5,6.3,11.8,0.1,not fire
35,59,15,2,76.1,35.1,17.7,4.4,38,21.6,fire
29,75,11,0.8,80.3,17.3,110.9,5.3,24.3,19.4,fire
33,39,16,0.8,91.5,15.1,17,10.6,13.2,30.2,fire
34,36,14,0.2,94.7,10.3,19.8,8.9,11,10,fire
32,69,13,0.7,77.8,5.7,9.8,2.4,6.1,0.2,not fire
28,81,12,0.3,73.8,16.8,15.9,3.6,20.8,5.6,fire
30,67,13,1.5,82.4,18.6,97.3,3.8,23.5,7.1,fire
27,75,18,2.3,55.9,4.9,22.5,0.5,7.2,31.1,not fire
31,58,15,1.7,76.6,9.9,15.7,2.8,12.4,1,not fire
30,67,18,2.5,70.5,14.9,117.8,2.1,19.5,5.5,not fire
41,47,12,0.1,94.3,29.9,30.4,10.2,36.5,15.2,fire
33,76,15,0.9,86.4,37.6,10.2,3.1,47.6,16.8,not fire
27,80,18,2.7,56.9,8.3,34.5,1.9,8.6,0.2,not fire
36,65,15,1.6,84.4,6.2,34.5,5,6.3,10.3,not fire
33,72,19,3.4,69.4,8.7,27.1,2.7,11.7,1.3,not fire
30,84,15,1.3,60.3,10.1,43.1,0.9,14.4,15.7,not fire
30,57,16,0.4,86.5,7.4,94.7,8.4,10.6,3.9,fire
37,50,15,0.4,92.9,38.7,38.3,11.1,44.9,13,fire
30,68,15,2.4,72.9,1.9,54.3,1.8,2.7,21.6,not fire
32,44,18,1.9,87.1,15,24.3,8,14.7,14.6,fire
32,44,14,2.9,89,8.7,7.8,5.8,8.6,0.6,fire
35,69,17,0.2,90,15.2,106.3,8.3,18.7,9.8,fire
29,67,19,0.5,87.8,11.5,29.7,6.3,16.2,5.5,fire
40,25,16,1.5,90.9,19.3,88,7.4,23.9,5.6,fire
28,69,12,2.6,60.7,2.2,32.1,0.5,2.7,7.7,not fire
31,64,18,0.9,81.7,10.2,34.5,9.5,11.3,4.1,not fire
35,47,15,4.3,81.5,10.2,80.6,3.2,8.7,0.3,not fire
28,61,18,2.4,67.1,9.3,7.8,3,9.9,0.1,not fire
33,44,16,2,83.5,13.5,117.8,7.5,14.8,15.4,not fire
34,77,20,0.4,91.3,43.6,42.7,10,54,3.9,fire
35,79,21,1.3,82.8,28.9,190.6,7.8,32.3,0.9,fire
29,70,15,0.8,74,2.7,167.2,2.7,2.9,0.3,fire
31,53,15,1.4,78.2,19.4,22.2,3.4,21.9,9,not fire
35,53,13,1.3,83.1,13.3,71.3,4,14.5,3.8,fire
32,53,14,1.3,89.4,25.7,47,8,32.4,4,fire
32,71,15,1.6,69.3,8.6,16.3,2.8,9.6,15.3,fire
28,67,18,4.1,59.9,1.4,17,1.2,1.6,0.6,fire
36,55,10,3.6,73.7,5.9,9.2,3.5,6.3,13.7,fire
27,86,14,3.5,52.3,2.7,36.1,0.7,3.5,7.7,fire
34,55,16,0.1,95.1,44.5,21.4,15.4,52.9,30.2,fire
31,72,19,1.8,77.8,12.5,65.1,4.4,17,6,not fire
34,67,12,1.3,71.7,15.1,49.3,1.8,16,12.9,not fire
33,57,18,2.6,80,2.4,57.1,4.1,2.5,0,not fire
32,72,18,4,65.1,10.9,43.3,1.5,11.3,7.3,not fire
33,76,17,3,42.6,10.5,40.4,0.5,11.9,0.8,not fire
36,35,11,0.5,92.7,43.6,10.2,12.8,51.4,19.3,fire
34,59,13,2.2,73.1,5.6,8.3,1.1,7,3.9,fire
30,60,21,0.9,67.5,5.8,71.5,3,7.9,14.1,fire
38,59,14,0.1,92.5,30.2,24,7.4,37.6,26.1,not fire
33,53,16,0.4,86.7,24.8,10.2,8.1,29.1,10.5,fire
27,79,20,2.8,46,8.3,8.3,0.7,11,0.1,not fire
34,79,12,1.4,68.9,30.5,7.4,1.9,31.9,0.2,not fire
30,88,14,0.8,75.1,4.9,65.1,1.6,7.6,16.3,not fire
34,31,13,2.9,86.9,17.6,7,5.9,16.2,2.8,fire
32,66,15,0.1,90.6,23.5,19.4,7.5,25.7,10.6,not fire
33,48,14,0.5,90.2,16.3,17.6,4.5,19.7,5.6,fire
29,77,14,1.9,67.6,17.7,181.3,1.5,23.4,16.3,not fire
28,79,19,4.4,54.9,2.7,7.7,0.7,3.1,0.1,not fire
30,63,17,0.6,79.2,8.9,145.7,6.1,12.1,7.1,not fire
33,63,13,4.6,76.2,3.8,7.6,2.3,3.1,0.4,fire
30,78,18,0.5,68.2,5.8,19.4,1.5,9.4,0.3,fire
33,78,16,0.1,85.1,18.1,14.7,5.7,17.8,2.1,fire
26,72,15,0.3,58.1,0.9,30.4,0.5,1.6,0.9,fire
31,59,20,1.2,84,14.6,149.2,7,18.9,0.1,not fire
29,70,18,0.1,82.4,10.5,14.2,6.7,12.9,12.9,not fire
38,30,17,0.2,95.7,55.2,100.7,16.1,63.5,24,fire
36,55,8,0.8,75,14.3,8.2,4.2,13.2,0.1,fire
32,63,16,2.1,87.2,10.1,167.2,6.4,10.4,0.7,fire
34,62,13,1.3,82.1,21.9,168.2,2.6,26,2.7,fire
33,73,16,2.9,62.5,5.9,52.5,1.3,7.4,2.5,not fire
27,78,15,4.4,59,2.5,77.8,0.2,3,0.9,not fire
32,70,16,3.8,55.9,3.2,7.6,0.6,3,0.8,fire
34,59,14,0.5,84.5,18.2,27.3,5.1,19,5.9,fire
30,62,17,4,65.2,28.1,17.8,2.5,36.2,0,not fire
34,72,13,1.2,75.8,17.1,25.2,3.6,19.3,13.2,fire
26,87,22,5.8,31.7,1,8.3,0.1,1.4,0.4,fire
35,67,14,0.3,79.8,9.5,210.4,2.3,14.9,5.7,fire
26,88,19,0.2,68.2,13.7,200.2,1.7,24,11.6,fire
35,42,11,1.5,80.4,23.1,9.1,6.5,24.2,10.5,fire
34,73,20,0.3,86.1,36.4,120.9,4.8,48.7,14.8,fire
36,48,22,1.3,87.8,17.7,71.8,8.6,21.1,3.9,fire
29,81,12,5.1,63.8,3.1,127.5,0.4,4.3,0,not fire
32,44,17,0.2,95.2,40.1,100.7,11.5,48.3,20.3,fire
26,79,18,2.5,65.9,1.8,9.3,2.9,2.7,0.9,not fire
30,74,18,0.5,78.4,12.8,7.5,5,13.8,15.4,not fire
31,75,20,0.1,88.7,4.4,52.8,5.7,7.1,19.9,fire
29,65,12,2.1,70.4,5.4,171.3,1.5,6.9,12.9,fire
31,84,13,1.4,71.4,7.5,7.5,1.9,9.4,7.3,fire
34,46,13,0.3,92.6,21.5,19.8,8.7,24.9,6.1,fire
31,61,16,3.2,62.8,2,18.5,1.3,2.9,4.9,not fire
36,52,12,2.8,78.9,3.3,7.6,3.7,3.2,0.4,not fire
36,70,17,1.5,88.7,9.4,41.4,2.7,9.5,0.6,not fire
29,63,16,2.9,61.1,5.1,33.1,2,4.9,3.2,not fire
39,37,10,2,92.3,16.3,136,9.3,15.4,19.3,not fire
34,48,15,2.4,87,12.5,45.1,6.3,12.9,2.2,not fire
33,71,16,2.6,67.3,21.1,99,2.8,24.8,2.8,fire
30,85,15,0.6,74.6,18.7,27.3,2.1,21.1,2.5,not fire
30,52,16,3.7,65.3,2.2,9.1,2.8,2.1,0.1,fire
26,87,15,0.7,60.3,8.1,30.5,1.3,9.4,0.3,fire
33,70,21,1,78.8,16.8,55.5,7.1,19,0.7,fire
36,34,11,1.6,91.3,19.5,37.8,9.4,21.5,26.3,fire
37,50,21,1.5,84.8,13.2,10.2,7.1,17.9,20.9,fire
35,61,17,1.4,74.2,10.3,147.7,3.3,12.8,6.1,not fire
25,79,19,2.2,64.3,3.1,24.1,1.4,5.6,0.1,not fire
37,22,13,1.1,95.9,25.5,75.1,15.3,27.8,4.1,fire
24,78,16,4.1,54.2,2,7.6,1.7,1.8,0.5,not fire
31,73,20,2.6,78.3,12.6,85.1,4.3,18.9,24.5,fire
37,75,8,0.4,86.3,16.7,149.2,2,18.7,0.3,not fire
31,49,21,2.2,81,8.1,25.2,4.8,10.4,5.5,not fire
35,35,15,1.3,87.8,9.8,167.2,7.7,9.1,0.7,fire
29,86,12,1.6,67.5,1.4,8.2,1.7,1.7,0.1,not fire
35,52,16,0.3,86.3,27.5,37,6.9,30.6,0.5,fire
36,66,16,0.8,90.8,30.1,71.5,4.6,36,10.9,fire
32,47,14,4,70.9,2.6,17,4.1,3.3,0.3,not fire
27,67,15,4.7,60.5,1.3,8.3,1.2,1.6,0.1,not fire
26,61,19,0.5,84.1,20.6,141.1,8.2,24.6,3.8,fire
31,53,13,0.6,92,14.6,28.9,10.2,15.3,14.5,fire
31,84,12,0.1,78.8,13.2,9.3,4.4,19.9,18.1,fire
32,52,14,3.3,73,8.3,8.4,3.1,7.5,0.4,not fire
35,54,10,1.1,75.8,6.2,24.1,5.4,6.8,0.7,fire
37,64,16,1,88.2,10.2,90.4,3.8,13.8,0.7,fire
36,45,10,0.6,91.9,27.1,9.2,9.6,27.5,19.9,fire
28,72,15,2.2,75.6,4.3,17.6,4,5,18.4,fire
26,59,14,2.9,66.2,7.1,9.2,3.1,6,0.1,not fire
42,41,17,0.1,95.9,48.7,59.2,16.3,54.2,6.5,fire
31,55,14,1.9,84.5,12.7,168.2,7.1,12.1,0.3,not fire
35,66,18,0.3,93.9,31.6,49.8,9,39.3,16.8,fire
26,76,20,0.2,86.2,26.4,90.4,8,38.2,30.3,fire
24,83,20,4.2,49,4.5,49.3,0.1,8.2,2.5,not fire
31,66,16,1.2,81.7,36.1,47.7,3.5,44,1.4,fire
35,59,14,0.2,92.3,16.1,52.5,4.4,17.8,7.5,fire
33,42,11,1.9,78.8,12.1,86,3.1,14.3,5.6,not fire
29,64,13,1.2,83.7,24.6,24.9,4.8,24.3,20.9,fire
33,59,17,6.2,52.6,4.5,17,1.1,5.1,6.3,fire
25,64,21,2.7,73.7,5,10.4,1.1,7.5,24.5,fire
34,39,13,0.3,87.1,29.6,84.4,7.3,33.2,14.5,not fire
32,54,15,5,69.8,5.9,7.8,2.3,5.4,0.5,not fire
32,74,16,1.3,59.2,8.1,49.8,0.8,15.3,0.1,fire
34,42,15,0.4,94.2,18.3,33.1,9.1,20.7,5.7,not fire
31,54,15,4.6,72.2,3.7,7.6,0.9,3.7,0.4,not fire
31,69,16,3.3,69.1,4.9,7.9,2.1,4.4,7.7,not fire
33,54,17,3.8,77.4,20.3,37.2,2.5,24.1,15.3,not fire
32,46,17,0.7,84.3,4.7,17.8,5.3,7.1,13,fire
38,51,15,1.3,88.8,28.3,7.3,11.1,31.4,0.3,not fire
32,57,20,1.4,84.7,16.6,18.5,7.8,18.2,10.9,not fire
35,56,13,1.4,87.1,21.5,6.9,6.1,24.2,25.4,fire
34,48,14,1.4,89.4,26.6,26.6,8.1,28.9,3.9,fire
27,84,16,2.7,45.8,4.7,26.1,0.5,6.1,3.8,fire
30,77,19,3.2,71.8,14,25.5,1.6,16.6,0.1,not fire
32,73,17,0.7,80.8,12.9,117.1,5.1,13.5,3.7,not fire
37,63,18,0,92.2,30.4,145.7,11.6,35.9,18.1,fire
32,74,13,3,65.5,4.3,8.2,0.9,5.5,0.2,fire
36,48,15,0.2,94.8,14.4,75.1,9.8,16.9,12,fire
24,84,19,4.9,43.1,2.8,8,0.6,3,0,fire
35,53,13,0.8,89.6,26.5,17.8,5.8,29.4,26.1,fire
29,46,18,3.4,70,2.7,96.8,2.9,4.6,0.1,not fire
33,53,16,0.3,90.5,27.4,10.2,10.8,31.1,12.2,fire
30,65,14,1.4,82.6,22.9,30.9,6.8,25.8,6.1,fire
32,59,17,2.4,87,34.3,22.2,5,43.7,6.4,fire
30,72,7,2.6,65.6,17.6,10,0.5,18.8,5.9,not fire
35,48,17,1.2,89.3,30.2,27.1,7.4,32.3,5.6,fire
35,55,16,2.4,90.2,33.4,62.1,7,32.4,0.6,not fire
33,65,12,0.9,85.4,20.3,45.1,5.9,22.3,3.2,fire
27,86,16,3.2,57.3,1.6,24.3,0.4,2.4,0.2,fire
30,54,18,0.6,86.7,7,51.6,6.2,7.2,16.3,not fire
32,61,13,0.3,87.8,11.8,26.6,6,11.6,31.1,fire
30,65,17,0.2,88.6,27.2,100.7,10.7,37.8,6.4,fire
39,43,13,0.2,93.3,21.8,29.7,7.6,24.9,2.3,fire
31,70,13,1.1,82.3,6.1,77.8,3,9,4.2,not fire
32,57,16,1.1,76.5,23.3,49.8,4.9,28.5,15.2,fire
35,49,15,0.1,93.1,25.3,100.7,11,30.2,26.3,fire
28,74,16,3,63.3,9.5,71,1.8,9.9,0.7,not fire
30,53,17,0.6,89.7,16.5,43.3,9,16.8,19.5,fire
31,76,11,0.5,73.7,9.8,71.5,1.7,11.5,1.2,fire
36,54,13,0.6,92.4,5.1,190.6,4.9,5.7,7.2,fire
35,64,9,0.3,85.7,26.3,77,4.6,32.5,22.3,fire
42,30,9,0.2,96,38,47.7,13.2,38.7,12.2,fire
30,65,16,1.7,79.1,14.2,8.2,3.5,13.7,9,not fire
27,74,19,3,66.3,16.4,30.4,2.3,20.4,15.3,not fire
37,50,15,2.1,88,10.2,22.2,3,11.8,30,fire
33,85,16,0.3,88.6,20.8,54.2,6.8,26.9,15,fire
30,60,16,0.9,88.2,8.5,67,5.1,11.8,13.2,not fire
31,58,13,2.8,76,7,7,2.9,8.4,21.6,not fire
27,81,12,1.2,52,6.3,99,2.1,6.3,10.9,not fire
39,86,14,0.1,87,23.2,50.2,5.1,26.3,7.7,fire
35,51,15,3,68,7.4,30.5,2.5,6.8,3.2,not fire
27,77,17,3.1,62.1,2.4,43.3,0.6,2.9,7.7,not fire
32,70,16,0.7,80,2.1,33.4,5.4,3.3,16.3,fire
33,49,16,3.6,79,18,27.1,6.9,20.6,3.8,fire
35,50,10,1.1,84,17.1,37.2,6.3,18.4,0.3,not fire
35,59,21,1.6,86.5,5.5,52.8,5.2,7.8,12,fire
34,77,15,0.3,83.9,4,34.1,4.2,6.2,19.5,fire
30,71,13,3.5,65.8,2.4,22.2,2.6,3.6,0.7,fire
34,53,19,2.1,88.8,35.7,33.4,9.2,43.8,3,fire
36,57,20,0.2,93.4,21.2,24.9,13.1,27.9,17.2,fire
29,82,11,1.1,57.9,5.1,33.1,0.5,6.7,0.1,not fire
37,55,18,0.8,94.3,34.6,39.5,11.4,36.4,20.4,fire
35,50,17,2.2,79,30.4,16.3,5.9,30.9,0.8,fire
32,38,12,2.3,89.6,11,77.8,7.3,11.9,11.6,not fire
34,52,19,1.3,80,8.1,28.1,4.8,9.7,2.5,not fire
27,77,15,1.7,47.8,1.4,25.2,1.1,1.7,0.9,not fire
31,61,13,1.2,85.8,9.5,59.2,6.5,13.3,0.5,not fire
29,48,17,1.5,85.9,14.5,117.8,6.8,17.4,3.7,fire
26,83,16,1,69.8,6.4,99,1.8,9.3,0,fire
29,50,16,1.4,84.1,6.6,52.8,4,6.9,0.7,fire
37,74,16,4.4,75,5.9,37.6,1.2,8.3,0.4,not fire
35,35,16,0.9,93.9,17.3,39.5,15.1,18.9,4.7,not fire
34,51,17,1.6,83.8,21.9,190.6,4.1,27.5,2.5,not fire
28,64,18,0.7,90.7,12.7,63.8,7.8,16.1,17.5,fire
28,70,14,3.3,55.7,2.4,29.7,0.3,3,0.5,not fire
31,67,15,4,73.6,9.9,7.6,2.2,11.2,0.8,not fire
31,58,14,0.3,81.2,28,39.5,4.5,33.6,16.7,fire
35,55,15,2.2,79.8,21.4,24.9,11.2,23.3,3.7,fire
31,67,18,0.7,81.5,10,17,3.6,9.9,8,fire
36,59,19,0.3,87.4,19.9,17.6,8.8,21.4,2.8,fire
34,80,23,0.5,87.7,4.4,46.3,6,5.2,24.5,not fire
31,72,14,1.9,68.2,19.1,181.3,0.9,22.3,0.6,not fire
38,62,16,0.2,92.6,30.6,37.6,8.8,37.6,13.5,fire
31,75,15,1.5,69.3,11.9,37.8,4.9,13.6,6,fire
25,86,17,1.3,53.2,9.4,15.7,0.3,12,0.3,fire
28,63,15,1.3,84.8,21.1,9.3,6.4,24.8,12.7,fire
38,62,17,1.3,94,30.6,67.2,10,36.1,10.3,fire
36,41,13,0.8,94.2,33,88.5,13.2,33.4,26.3,fire
31,60,15,1.5,78,11.9,75.1,3.4,14.3,0.7,not fire
31,56,17,0.9,71.2,11.8,127.5,2.9,14.1,5.2,fire
33,42,13,3.2,84.2,8.3,7,3.7,7.9,2.3,not fire
30,70,15,1,61.3,2.9,54.3,1.4,4.4,0.4,not fire
36,50,13,2.2,89.9,20.7,49.3,4.6,22.6,10.6,not fire
32,57,12,1.1,77.8,20,37,3.7,22.7,20.9,not fire
31,53,18,0.3,83.4,19.9,41.4,5.5,26.8,8.8,fire
28,67,15,2.9,45.9,3.8,8,0.1,4.9,0.4,not fire
34,78,16,0.4,79.9,10.4,210.4,3.9,14.1,7.7,fire
26,76,21,2,61,4.1,71.5,2.1,6.4,25.4,fire
37,39,11,0.2,94.9,15.1,43.3,10.2,14.5,10.9,fire
30,65,15,1.2,80.6,20.1,106.3,4.6,26,14.6,not fire
32,68,13,0.5,83,22,47,3.2,27.2,19.4,fire
32,64,13,0,94.7,21.5,9.1,14.4,23.6,12,fire
36,67,16,0.9,90.3,37.6,27.7,9.6,41.6,1,fire
30,67,20,2.3,70.5,8,38.3,1.1,8.6,4.2,not fire
32,62,10,3.4,61.7,2.2,76.4,0.3,3,2.2,not fire
34,68,14,1.4,87.7,13,8.9,4.1,15.5,14.1,not fire
31,70,17,1.4,71.9,17.8,117.1,4.7,21.2,12.9,fire
26,82,11,1.6,57.7,4.9,55.5,0.9,9.5,4.2,not fire
39,43,14,0.5,91.3,13.2,98.6,7.1,16.3,5.2,fire
